x,y,yaw,curvature,speed
-12.484643,-6.648483,2.346948,0.050793,4.0
-12.57697,-6.553798,2.338609,0.075585,4.0
-12.667973,-6.45859,2.328513,0.077894,4.0
-12.757446,-6.363043,2.320968,0.037257,3.991
-12.845635,-6.267947,2.317394,0.017623,3.91
-12.933026,-6.173281,2.3155,0.011728,3.812
-13.019764,-6.079036,2.315447,0.01105,3.701
-13.105938,-5.985671,2.317215,0.016629,3.552
-13.192619,-5.892152,2.319927,0.0256,3.351
-13.280856,-5.797581,2.324614,0.046538,3.13
-13.371008,-5.702124,2.332158,0.067969,2.912
-13.463488,-5.605952,2.341737,0.075502,2.765
-13.558418,-5.509216,2.353073,0.090871,2.636
-13.656753,-5.411476,2.365966,0.096664,2.519
-13.756894,-5.314582,2.38159,0.127291,2.441
-13.859363,-5.218904,2.400108,0.136726,2.414
-13.964365,-5.124576,2.419798,0.144464,2.407
-14.070312,-5.033216,2.441718,0.171691,2.407
-14.175829,-4.946507,2.468722,0.222611,2.408
-14.282437,-4.864166,2.50048,0.248816,2.413
-14.390408,-4.786373,2.534423,0.258925,2.44
-14.500698,-4.712538,2.568449,0.256964,2.457
-14.611722,-4.643534,2.602015,0.251322,2.424
-14.725555,-4.577881,2.633181,0.223239,2.366
-14.841821,-4.515305,2.660976,0.196639,2.278
-14.96099,-4.455126,2.683471,0.138842,2.18
-15.08445,-4.395662,2.697194,0.063059,2.067
-15.212276,-4.335472,2.699857,0.023059,1.909
-15.342162,-4.273789,2.69174,0.088103,1.74
-15.474366,-4.208916,2.677602,0.105066,1.614
-15.606701,-4.141407,2.657914,0.158795,1.508
-15.73912,-4.069842,2.628506,0.234473,1.424
-15.868683,-3.993801,2.586946,0.318051,1.349
-15.994569,-3.911587,2.53514,0.375081,1.284
-16.114412,-3.823351,2.473049,0.464571,1.243
-16.225684,-3.729032,2.402363,0.504567,1.222
-16.327813,-3.628797,2.327508,0.546401,1.209
-16.419369,-3.523904,2.243208,0.679738,1.201
-16.497156,-3.416105,2.142396,0.828576,1.2
-16.560867,-3.303922,2.030492,0.901644,1.2
-16.610082,-3.188005,1.913246,0.948724,1.205
-16.644784,-3.068528,1.790457,1.029709,1.209
-16.663735,-2.947691,1.662565,1.041461,1.228
-16.667166,-2.825315,1.538723,0.982518,1.255
-16.655902,-2.703558,1.417512,0.988761,1.282
-16.629728,-2.58299,1.303815,0.843827,1.308
-16.590189,-2.463298,1.205774,0.71184,1.335
-16.538742,-2.344899,1.114754,0.710221,1.357
-16.476254,-2.231031,1.022004,0.71731,1.38
-16.402957,-2.122825,0.929916,0.698506,1.387
-16.320432,-2.022129,0.843218,0.638195,1.387
-16.231011,-1.929751,0.757246,0.708079,1.391
-16.136044,-1.847841,0.666558,0.732181,1.394
-16.035738,-1.776136,0.573505,0.77925,1.388
-15.931143,-1.71549,0.483625,0.711045,1.381
-15.824777,-1.665334,0.397656,0.752662,1.375
-15.717682,-1.62583,0.314518,0.699264,1.368
-15.610704,-1.595692,0.236998,0.697455,1.362
-15.505023,-1.574464,0.164433,0.642189,1.352
-15.400674,-1.560842,0.096653,0.641229,1.342
-15.297466,-1.554341,0.031621,0.612567,1.342
-15.195334,-1.554347,-0.029678,0.593634,1.368
-15.095737,-1.560329,-0.08973,0.608768,1.414
-14.998773,-1.572032,-0.161988,0.832773,1.489
-14.900273,-1.592272,-0.236426,0.649028,1.577
-14.800004,-1.619921,-0.298316,0.540418,1.722
-14.697479,-1.65463,-0.350737,0.42914,1.973
-14.592014,-1.696017,-0.397067,0.390543,2.352
-14.483955,-1.744169,-0.435953,0.271167,2.707
-14.372753,-1.798159,-0.462015,0.156171,3.04
-14.258438,-1.856467,-0.477827,0.092019,3.344
-14.139925,-1.91873,-0.485594,0.026825,3.636
-14.017232,-1.983762,-0.485447,0.027619,3.871
-13.892731,-2.049138,-0.484565,0.014566,4.0
-13.76701,-2.115485,-0.487261,0.023339,4.0
-13.640517,-2.18278,-0.490395,0.020458,4.0
-13.513371,-2.250903,-0.493608,0.023935,4.0
-13.384945,-2.320286,-0.497907,0.034816,4.0
-13.255299,-2.391187,-0.504718,0.056934,4.0
-13.1243,-2.464278,-0.512747,0.050224,4.0
-12.991944,-2.539448,-0.521117,0.059789,4.0
-12.858756,-2.616712,-0.529428,0.048395,3.941
-12.724923,-2.695695,-0.534171,0.012918,3.826
-12.589427,-2.776029,-0.534252,0.011595,3.681
-12.452359,-2.856956,-0.532418,0.01146,3.518
-12.313916,-2.938352,-0.528657,0.035373,3.343
-12.174583,-3.019209,-0.522598,0.040222,3.156
-12.035626,-3.098652,-0.514874,0.056559,2.967
-11.897263,-3.176109,-0.505498,0.062302,2.832
